MCE_Version	ICD_Version	MCE_Section	MCE_Exclusion_Type	ICD_Code_Type	ICD_Code	ICD_Desc
30	9	4.A	Newborn_Only	D	76421	Fetal malnutrition <500g
30	9	4.A	Newborn_Only	D	76422	Fetal malnutr 500-749g
30	9	4.A	Newborn_Only	D	76423	Fetal mal 750-999g
30	9	4.A	Newborn_Only	D	76424	Fetal mal 1000-1249g
30	9	4.A	Newborn_Only	D	76425	Fetal mal 1250-1499g
30	9	4.A	Newborn_Only	D	76426	Fetal mal 1500-1749g
30	9	4.A	Newborn_Only	D	76427	Fetal malnutr 1750-1999g
30	9	4.A	Newborn_Only	D	76428	Fetal malnutr 2000-2499g
30	9	4.A	Newborn_Only	D	76429	Fetal malnutr 2500+g
30	9	4.A	Newborn_Only	D	76490	Fet growth retard wtNOS
30	9	4.A	Newborn_Only	D	76491	Fet growth retard <500g
30	9	4.A	Newborn_Only	D	76492	Fet growth ret 500-749g
30	9	4.A	Newborn_Only	D	76493	Fet growth ret 750-999g
30	9	4.A	Newborn_Only	D	76494	Fet grwth ret 1000-1249g
30	9	4.A	Newborn_Only	D	76495	Fet grwth ret 1250-1499g
30	9	4.A	Newborn_Only	D	76496	Fet grwth ret 1500-1749g
30	9	4.A	Newborn_Only	D	76497	Fet grwth ret 1750-1999g
30	9	4.A	Newborn_Only	D	76498	Fet grwth ret 2000-2499g
30	9	4.A	Newborn_Only	D	76499	Fet growth ret 2500+g
30	9	4.A	Newborn_Only	D	76500	Extreme immatur wtNOS
30	9	4.A	Newborn_Only	D	76501	Extreme immatur <500g
30	9	4.A	Newborn_Only	D	76502	Extreme immatur 500-749g
30	9	4.A	Newborn_Only	D	76503	Extreme immatur 750-999g
30	9	4.A	Newborn_Only	D	76504	Extreme immat 1000-1249g
30	9	4.A	Newborn_Only	D	76505	Extreme immat 1250-1499g
30	9	4.A	Newborn_Only	D	76506	Extreme immat 1500-1749g
30	9	4.A	Newborn_Only	D	76507	Extreme immat 1750-1999g
30	9	4.A	Newborn_Only	D	76508	Extreme immat 2000-2499g
30	9	4.A	Newborn_Only	D	76509	Extreme immat 2500+g
30	9	4.A	Newborn_Only	D	76510	Preterm infant NEC wtNOS
30	9	4.A	Newborn_Only	D	76511	Preterm NEC <500g
30	9	4.A	Newborn_Only	D	76512	Preterm NEC 500-749g
30	9	4.A	Newborn_Only	D	76513	Preterm NEC 750-999g
30	9	4.A	Newborn_Only	D	76514	Preterm NEC 1000-1249g
30	9	4.A	Newborn_Only	D	76515	Preterm NEC 1250-1499g
30	9	4.A	Newborn_Only	D	76516	Preterm NEC 1500-1749g
30	9	4.A	Newborn_Only	D	76517	Preterm NEC 1750-1999g
30	9	4.A	Newborn_Only	D	76518	Preterm NEC 2000-2499g
30	9	4.A	Newborn_Only	D	76519	Preterm NEC 2500+g
30	9	4.A	Newborn_Only	D	76520	Weeks of gestation NOS
30	9	4.A	Newborn_Only	D	76521	<24 comp wks gestation
30	9	4.A	Newborn_Only	D	76522	24 comp weeks gestation
30	9	4.A	Newborn_Only	D	76523	25-26 comp wks gestation
30	9	4.A	Newborn_Only	D	76524	27-28 comp wks gestation
30	9	4.A	Newborn_Only	D	76525	29-30 comp wks gestation
30	9	4.A	Newborn_Only	D	76526	31-32 comp wks gestation
30	9	4.A	Newborn_Only	D	76527	33-34 comp wks gestation
30	9	4.A	Newborn_Only	D	76528	35-36 comp wks gestation
30	9	4.A	Newborn_Only	D	76529	37+ comp wks gestation
30	9	4.A	Newborn_Only	D	7660	Exceptionally large baby
30	9	4.A	Newborn_Only	D	7661	Heavy-for-date infan NEC
30	9	4.A	Newborn_Only	D	76621	Post-term infant
30	9	4.A	Newborn_Only	D	76622	Prolong gestation-infant
30	9	4.A	Newborn_Only	D	7670	Cerebral hem at birth
30	9	4.A	Newborn_Only	D	76711	Epicranial subapo hemorr
30	9	4.A	Newborn_Only	D	76719	Injuries to scalp NEC
30	9	4.A	Newborn_Only	D	7672	Clavicle fx at birth
30	9	4.A	Newborn_Only	D	7673	Bone injury NEC at birth
30	9	4.A	Newborn_Only	D	7674	Spinal cord inj at birth
30	9	4.A	Newborn_Only	D	7675	Facial nerve inj-birth
30	9	4.A	Newborn_Only	D	7676	Brach plexus inj-birth
30	9	4.A	Newborn_Only	D	7677	Nerve inj NEC at birth
30	9	4.A	Newborn_Only	D	7678	Birth trauma NEC
30	9	4.A	Newborn_Only	D	7679	Birth trauma NOS
30	9	4.A	Newborn_Only	D	7680	Fetal death-anoxia NOS
30	9	4.A	Newborn_Only	D	7681	Fet death-anoxia dur lab
30	9	4.A	Newborn_Only	D	7682	Fet distress befor labor
30	9	4.A	Newborn_Only	D	7683	Fetal distrs dur lab/del
30	9	4.A	Newborn_Only	D	7684	Fetal distress NOS
30	9	4.A	Newborn_Only	D	7685	Severe birth asphyxia
30	9	4.A	Newborn_Only	D	7686	Mild/mod birth asphyxia
30	9	4.A	Newborn_Only	D	76870	Hypoxc-ischem enceph NOS
30	9	4.A	Newborn_Only	D	76871	Mild hypox-ischem enceph
30	9	4.A	Newborn_Only	D	76872	Mod hypox-ischem enceph
30	9	4.A	Newborn_Only	D	76873	Sev hypox-ischem enceph
30	9	4.A	Newborn_Only	D	7689	Birth asphyxia NOS
30	9	4.A	Newborn_Only	D	769	Respiratory distress syn
30	9	4.A	Newborn_Only	D	7700	Congenital pneumonia
30	9	4.A	Newborn_Only	D	77010	Fetal & newborn asp NOS
30	9	4.A	Newborn_Only	D	77011	Meconium asp wo resp sym
30	9	4.A	Newborn_Only	D	77012	Meconium asp w resp symp
30	9	4.A	Newborn_Only	D	77013	Amniotc asp w/o resp sym
30	9	4.A	Newborn_Only	D	77014	Amniotic asp w resp sym
30	9	4.A	Newborn_Only	D	77015	Blood asp w/o resp sympt
30	9	4.A	Newborn_Only	D	77016	Blood asp w resp sympt
30	9	4.A	Newborn_Only	D	77017	NB asp w/o resp symp NEC
30	9	4.A	Newborn_Only	D	77018	NB asp w resp symp NEC
30	9	4.A	Newborn_Only	D	7702	NB interstit emphysema
30	9	4.A	Newborn_Only	D	7703	NB pulmonary hemorrhage
30	9	4.A	Newborn_Only	D	7704	Primary atelectasis
30	9	4.A	Newborn_Only	D	7705	NB atelectasis NEC/NOS
30	9	4.A	Newborn_Only	D	7706	NB transitory tachypnea
30	9	4.A	Newborn_Only	D	77081	Primary apnea of newborn
30	9	4.A	Newborn_Only	D	77082	Other apnea of newborn
30	9	4.A	Newborn_Only	D	77083	Cyanotic attack, newborn
30	9	4.A	Newborn_Only	D	77084	Resp failure of newborn
30	9	4.A	Newborn_Only	D	77085	Stomch cont asp w/o resp
30	9	4.A	Newborn_Only	D	77086	Stomach cont asp w resp
30	9	4.A	Newborn_Only	D	77087	NB respiratory arrest
30	9	4.A	Newborn_Only	D	77088	NB hypoxia
30	9	4.A	Newborn_Only	D	77089	Resp prob after brth NEC
30	9	4.A	Newborn_Only	D	7709	NB respiratory cond NOS
30	9	4.A	Newborn_Only	D	7710	Congenital rubella
30	9	4.A	Newborn_Only	D	7711	Cong cytomegalovirus inf
30	9	4.A	Newborn_Only	D	7712	Congenital infec NEC
30	9	4.A	Newborn_Only	D	7713	Tetanus neonatorum
30	9	4.A	Newborn_Only	D	7714	Omphalitis of newborn
30	9	4.A	Newborn_Only	D	7715	Neonatal infec mastitis
30	9	4.A	Newborn_Only	D	7716	Neonatal conjunctivitis
30	9	4.A	Newborn_Only	D	7717	Neonatal candida infect
30	9	4.A	Newborn_Only	D	77181	NB septicemia [sepsis]
30	9	4.A	Newborn_Only	D	77182	NB urinary tract infectn
30	9	4.A	Newborn_Only	D	77183	Bacteremia of newborn
30	9	4.A	Newborn_Only	D	77189	Perinatal infection NEC
30	9	4.A	Newborn_Only	D	7720	NB fetal blood loss NEC
30	9	4.A	Newborn_Only	D	77210	NB intraven hem NOS
30	9	4.A	Newborn_Only	D	77211	NB intraven hem,grade i
30	9	4.A	Newborn_Only	D	77212	NB intraven hem,grade ii
30	9	4.A	Newborn_Only	D	77213	NB intravn hem,grade iii
30	9	4.A	Newborn_Only	D	77214	NB intraven hem,grade iv
30	9	4.A	Newborn_Only	D	7722	NB subarachnoid hemorr
30	9	4.A	Newborn_Only	D	7723	Post-birth umbil hemorr
30	9	4.A	Newborn_Only	D	7724	NB GI hemorrhage
30	9	4.A	Newborn_Only	D	7725	NB adrenal hemorrhage
30	9	4.A	Newborn_Only	D	7726	NB cutaneous hemorrhage
30	9	4.A	Newborn_Only	D	7728	Neonatal hemorrhage NEC
30	9	4.A	Newborn_Only	D	7729	Neonatal hemorrhage NOS
30	9	4.A	Newborn_Only	D	7730	NB hemolyt dis:rh isoimm
30	9	4.A	Newborn_Only	D	7731	NB hemolyt dis-abo isoim
30	9	4.A	Newborn_Only	D	7732	NB hemolyt dis-isoim NEC
30	9	4.A	Newborn_Only	D	7733	Hydrops fetalis:isoimm
30	9	4.A	Newborn_Only	D	7734	NB kernicterus:isoimmun
30	9	4.A	Newborn_Only	D	7735	NB late anemia:isoimmun
30	9	4.A	Newborn_Only	D	7740	Perinat jaund-hered anem
30	9	4.A	Newborn_Only	D	7741	Perinat jaund:hemolysis
30	9	4.A	Newborn_Only	D	7742	Neonat jaund preterm del
30	9	4.A	Newborn_Only	D	77430	Delay conjugat jaund NOS
30	9	4.A	Newborn_Only	D	77431	Neonat jaund in oth dis
30	9	4.A	Newborn_Only	D	77439	Delay conjugat jaund NEC
30	9	4.A	Newborn_Only	D	7744	Fetal/neonatal hepatitis
30	9	4.A	Newborn_Only	D	7745	Perinatal jaundice NEC
30	9	4.A	Newborn_Only	D	7746	Fetal/neonatal jaund NOS
30	9	4.A	Newborn_Only	D	7747	NB kernicterus
30	9	4.A	Newborn_Only	D	7750	Infant diabet mother syn
30	9	4.A	Newborn_Only	D	7751	Neonat diabetes mellitus
30	9	4.A	Newborn_Only	D	7752	Neonat myasthenia gravis
30	9	4.A	Newborn_Only	D	7753	Neonatal thyrotoxicosis
30	9	4.A	Newborn_Only	D	7754	Hypocalcem/hypomagnes NB
30	9	4.A	Newborn_Only	D	7755	Neonatal dehydration
30	9	4.A	Newborn_Only	D	7756	Neonatal hypoglycemia
30	9	4.A	Newborn_Only	D	7757	Late metab acidosis NB
30	9	4.A	Newborn_Only	D	77581	NB acidosis NEC
30	9	4.A	Newborn_Only	D	77589	Neonat endo/met dis NEC
30	9	4.A	Newborn_Only	D	7759	Transient met dis NB NOS
30	9	4.A	Newborn_Only	D	7760	NB hemorrhagic disease
30	9	4.A	Newborn_Only	D	7761	Neonatal thrombocytopen
30	9	4.A	Newborn_Only	D	7762	Dissem intravasc coag NB
30	9	4.A	Newborn_Only	D	7763	Oth neonatal coag dis
30	9	4.A	Newborn_Only	D	7764	Polycythemia neonatorum
30	9	4.A	Newborn_Only	D	7765	Congenital anemia
30	9	4.A	Newborn_Only	D	7766	Anemia of prematurity
30	9	4.A	Newborn_Only	D	7767	Neonatal neutropenia
30	9	4.A	Newborn_Only	D	7768	Transient hemat dis NEC
30	9	4.A	Newborn_Only	D	7769	NB hematological dis NOS
30	9	4.A	Newborn_Only	D	7771	Meconium obstruction
30	9	4.A	Newborn_Only	D	7772	Intest obst-inspiss milk
30	9	4.A	Newborn_Only	D	7773	Swallowed blood syndrome
30	9	4.A	Newborn_Only	D	7774	Transitory ileus of NB
30	9	4.A	Newborn_Only	D	77750	Nec enterocoltis NB NOS
30	9	4.A	Newborn_Only	D	77751	Stg I nec enterocol NB
30	9	4.A	Newborn_Only	D	77752	Stg II nec enterocol NB
30	9	4.A	Newborn_Only	D	77753	Stg III nec enterocol NB
30	9	4.A	Newborn_Only	D	7776	Perinatal intest perfor
30	9	4.A	Newborn_Only	D	7778	Perinat GI sys dis NEC
30	9	4.A	Newborn_Only	D	7779	Perinat GI sys dis NOS
30	9	4.A	Newborn_Only	D	7780	Hydrops fetalis no isoim
30	9	4.A	Newborn_Only	D	7781	Sclerema neonatorum
30	9	4.A	Newborn_Only	D	7782	NB cold injury syndrome
30	9	4.A	Newborn_Only	D	7783	NB hypothermia NEC
30	9	4.A	Newborn_Only	D	7784	NB temp regulat dis NEC
30	9	4.A	Newborn_Only	D	7785	Edema of newborn NEC/NOS
30	9	4.A	Newborn_Only	D	7787	NB breast engorgement
30	9	4.A	Newborn_Only	D	7788	NB integument cond NEC
30	9	4.A	Newborn_Only	D	7789	NB integument cond NOS
30	9	4.A	Newborn_Only	D	7790	Convulsions in newborn
30	9	4.A	Newborn_Only	D	7791	NB cereb irrit NEC/NOS
30	9	4.A	Newborn_Only	D	7792	Cns dysfunction syn NB
30	9	4.A	Newborn_Only	D	77931	NB feeding problems
30	9	4.A	Newborn_Only	D	77932	NB bilious vomiting
30	9	4.A	Newborn_Only	D	77933	NB other vomiting
30	9	4.A	Newborn_Only	D	77934	NB failure to thrive
30	9	4.A	Newborn_Only	D	7794	NB drug reaction/intoxic
30	9	4.A	Newborn_Only	D	7795	NB drug withdrawal syndr
30	9	4.A	Newborn_Only	D	7796	Termination of pregnancy
30	9	4.A	Newborn_Only	D	77981	Neonatal bradycardia
30	9	4.A	Newborn_Only	D	77982	Neonatal tachycardia
30	9	4.A	Newborn_Only	D	77983	Delay separate umbl cord
30	9	4.A	Newborn_Only	D	77984	Meconium staining
30	9	4.A	Newborn_Only	D	77985	NB cardiac arrest
30	9	4.A	Newborn_Only	D	77989	Perinatal condition NEC
30	9	4.A	Newborn_Only	D	7799	Perinatal condition NOS
30	9	4.A	Newborn_Only	D	78092	Excess cry infant/baby
30	9	4.A	Newborn_Only	D	7966	Abnorm neonate screening
30	9	4.A	Newborn_Only	D	V2031	Health supvsn nb <8 days
30	9	4.A	Newborn_Only	D	V2032	Health supv nb 8-28 days
30	9	4.A	Newborn_Only	D	V290	NB obsrv suspct infect
30	9	4.A	Newborn_Only	D	V291	NB obsrv suspct neurlgcl
30	9	4.A	Newborn_Only	D	V292	Obsrv NB suspc resp cond
30	9	4.A	Newborn_Only	D	V293	NB obs genetc/metabl cnd
30	9	4.A	Newborn_Only	D	V298	NB obsrv oth suspct cond
30	9	4.A	Newborn_Only	D	V299	NB obsrv unsp suspct cnd
30	9	4.A	Newborn_Only	D	V3000	Single lb in-hosp w/o cs
30	9	4.A	Newborn_Only	D	V3001	Single lb in-hosp w cs
30	9	4.A	Newborn_Only	D	V301	Singl livebrn-before adm
30	9	4.A	Newborn_Only	D	V3100	Twin-mate lb-hosp w/o cs
30	9	4.A	Newborn_Only	D	V3101	Twin-mate lb-in hos w cs
30	9	4.A	Newborn_Only	D	V311	Twin, mate lb-before adm
30	9	4.A	Newborn_Only	D	V3200	Twin-mate sb-hosp w/o cs
30	9	4.A	Newborn_Only	D	V3201	Twin-mate sb-hosp w cs
30	9	4.A	Newborn_Only	D	V321	Twin, mate sb-before adm
30	9	4.A	Newborn_Only	D	V3300	Twin-NOS-in hosp w/o cs
30	9	4.A	Newborn_Only	D	V3301	Twin-NOS-in hosp w cs
30	9	4.A	Newborn_Only	D	V331	Twin NOS-before admissn
30	9	4.A	Newborn_Only	D	V3400	Oth mult lb-hosp w/o cs
30	9	4.A	Newborn_Only	D	V3401	Oth mult lb-in hosp w cs
30	9	4.A	Newborn_Only	D	V341	Oth mult nb-before adm
30	9	4.A	Newborn_Only	D	V3500	Oth mult sb-hosp w/o cs
30	9	4.A	Newborn_Only	D	V3501	Oth mult sb-in hosp w cs
30	9	4.A	Newborn_Only	D	V351	Oth mult sb-before adm
30	9	4.A	Newborn_Only	D	V3600	Mult lb/sb-in hos w/o cs
30	9	4.A	Newborn_Only	D	V3601	Mult lb/sb-in hosp w cs
30	9	4.A	Newborn_Only	D	V361	Mult nb/sb-before adm
30	9	4.A	Newborn_Only	D	V3700	Mult brth NOS-hos w/o cs
30	9	4.A	Newborn_Only	D	V3701	Mult birth NOS-hosp w cs
30	9	4.A	Newborn_Only	D	V371	Mult brth NOS-before adm
30	9	4.A	Newborn_Only	D	V3900	Liveborn NOS-hosp w/o cs
30	9	4.A	Newborn_Only	D	V3901	Liveborn NOS-hosp w cs
30	9	4.A	Newborn_Only	D	V391	Liveborn NOS-before adm
30	9	4.B	Pediatric_Only	D	04041	Infant botulism
30	9	4.B	Pediatric_Only	D	05810	Roseola infantum NOS
30	9	4.B	Pediatric_Only	D	05811	Roseola infant d/t HHV-6
30	9	4.B	Pediatric_Only	D	05812	Roseola infant d/t HHV-7
30	9	4.B	Pediatric_Only	D	2591	Sexual precocity NEC
30	9	4.B	Pediatric_Only	D	31389	Emotional dis child NEC
30	9	4.B	Pediatric_Only	D	3139	Emotional dis child NOS
30	9	4.B	Pediatric_Only	D	33181	Reye's syndrome
30	9	4.B	Pediatric_Only	D	69011	Seborrhea capitis
30	9	4.B	Pediatric_Only	D	69012	Sbrheic infantl drmtitis
30	9	4.B	Pediatric_Only	D	7511	Atresia small intestine
30	9	4.B	Pediatric_Only	D	7512	Atresia large intestine
30	9	4.B	Pediatric_Only	D	75161	Biliary atresia
30	9	4.B	Pediatric_Only	D	78091	Fussy infant/baby
30	9	4.B	Pediatric_Only	D	78341	Failure to thrive-child
30	9	4.B	Pediatric_Only	D	78342	Delayed milestones
30	9	4.B	Pediatric_Only	D	78631	Ac idio pul hemrg infant
30	9	4.B	Pediatric_Only	D	7897	Colic
30	9	4.B	Pediatric_Only	D	7980	Sudden infant death synd
30	9	4.B	Pediatric_Only	D	79982	Appar life threat-infant
30	9	4.B	Pediatric_Only	D	99550	Child abuse NOS
30	9	4.B	Pediatric_Only	D	99551	Child emotnl/psych abuse
30	9	4.B	Pediatric_Only	D	99552	Child neglect-nutrition
30	9	4.B	Pediatric_Only	D	99553	Child sexual abuse
30	9	4.B	Pediatric_Only	D	99554	Child physical abuse
30	9	4.B	Pediatric_Only	D	99555	Shaken infant syndrome
30	9	4.B	Pediatric_Only	D	99559	Child abuse/neglect NEC
30	9	4.B	Pediatric_Only	D	V200	Foundling health care
30	9	4.B	Pediatric_Only	D	V201	Care of healthy chld NEC
30	9	4.B	Pediatric_Only	D	V202	Routin child health exam
30	9	4.B	Pediatric_Only	D	V695	Behav insomnia-childhood
30	9	4.B	Pediatric_Only	D	V8551	BMI,pediatric <5% 
30	9	4.B	Pediatric_Only	D	V8552	BMI,pediatric 5% - <85% 
30	9	4.B	Pediatric_Only	D	V8553	BMI,pediatric 85% - <95% 
30	9	4.B	Pediatric_Only	D	V8554	BMI,pediatric >= 95% 
30	9	4.C	Maternity_Only	D	630	Hydatidiform mole
30	9	4.C	Maternity_Only	D	6310	Inapp chg hCG early preg
30	9	4.C	Maternity_Only	D	6318	Oth abn prod conception
30	9	4.C	Maternity_Only	D	632	Missed abortion
30	9	4.C	Maternity_Only	D	63300	Abd preg w/o intrau preg
30	9	4.C	Maternity_Only	D	63301	Abd preg w intraut preg
30	9	4.C	Maternity_Only	D	63310	Tubal preg w/o intra prg
30	9	4.C	Maternity_Only	D	63311	Tubal preg w intra preg
30	9	4.C	Maternity_Only	D	63320	Ovarn preg w/o intra prg
30	9	4.C	Maternity_Only	D	63321	Ovarian preg w intra prg
30	9	4.C	Maternity_Only	D	63380	Ect preg NEC w/o int prg
30	9	4.C	Maternity_Only	D	63381	Ectpc prg NEC w int preg
30	9	4.C	Maternity_Only	D	63390	Ect preg NOS w/o int prg
30	9	4.C	Maternity_Only	D	63391	Ectp preg NOS w int preg
30	9	4.C	Maternity_Only	D	63400	Spon abor w pel inf-unsp
30	9	4.C	Maternity_Only	D	63401	Spon abor w pelv inf-inc
30	9	4.C	Maternity_Only	D	63402	Spon abor w pel inf-comp
30	9	4.C	Maternity_Only	D	63410	Spon abort w hemorr-unsp
30	9	4.C	Maternity_Only	D	63411	Spon abort w hemorr-inc
30	9	4.C	Maternity_Only	D	63412	Spon abort w hemorr-comp
30	9	4.C	Maternity_Only	D	63420	Spon ab w pel damag-unsp
30	9	4.C	Maternity_Only	D	63421	Spon ab w pelv damag-inc
30	9	4.C	Maternity_Only	D	63422	Spon ab w pel damag-comp
30	9	4.C	Maternity_Only	D	63430	Spon ab w ren fail-unsp
30	9	4.C	Maternity_Only	D	63431	Spon ab w ren fail-inc
30	9	4.C	Maternity_Only	D	63432	Spon ab w ren fail-comp
30	9	4.C	Maternity_Only	D	63440	Spon ab w metab dis-unsp
30	9	4.C	Maternity_Only	D	63441	Spon ab w metab dis-inc
30	9	4.C	Maternity_Only	D	63442	Spon ab w metab dis-comp
30	9	4.C	Maternity_Only	D	63450	Spon abort w shock-unsp
30	9	4.C	Maternity_Only	D	63451	Spon abort w shock-inc
30	9	4.C	Maternity_Only	D	63452	Spon abort w shock-comp
30	9	4.C	Maternity_Only	D	63460	Spon abort w embol-unsp
30	9	4.C	Maternity_Only	D	63461	Spon abort w embol-inc
30	9	4.C	Maternity_Only	D	63462	Spon abort w embol-comp
30	9	4.C	Maternity_Only	D	63470	Spon ab w compl NEC-unsp
30	9	4.C	Maternity_Only	D	63471	Spon ab w compl NEC-inc
30	9	4.C	Maternity_Only	D	63472	Spon ab w compl NEC-comp
30	9	4.C	Maternity_Only	D	63480	Spon ab w compl NOS-unsp
30	9	4.C	Maternity_Only	D	63481	Spon ab w compl NOS-inc
30	9	4.C	Maternity_Only	D	63482	Spon ab w compl NOS-comp
30	9	4.C	Maternity_Only	D	63490	Spon abort uncompl-unsp
30	9	4.C	Maternity_Only	D	63491	Spon abort uncompl-inc
30	9	4.C	Maternity_Only	D	63492	Spon abort uncompl-comp
30	9	4.C	Maternity_Only	D	63500	Leg abor w pelv inf-unsp
30	9	4.C	Maternity_Only	D	63501	Leg abor w pelv inf-inc
30	9	4.C	Maternity_Only	D	63502	Leg abor w pelv inf-comp
30	9	4.C	Maternity_Only	D	63510	Legal abor w hemorr-unsp
30	9	4.C	Maternity_Only	D	63511	Legal abort w hemorr-inc
30	9	4.C	Maternity_Only	D	63512	Legal abor w hemorr-comp
30	9	4.C	Maternity_Only	D	63520	Leg ab w pelv damag-unsp
30	9	4.C	Maternity_Only	D	63521	Leg ab w pelv damag-inc
30	9	4.C	Maternity_Only	D	63522	Leg ab w pelv damag-comp
30	9	4.C	Maternity_Only	D	63530	Leg abor w ren fail-unsp
30	9	4.C	Maternity_Only	D	63531	Leg abor w ren fail-inc
30	9	4.C	Maternity_Only	D	63532	Leg abor w ren fail-comp
30	9	4.C	Maternity_Only	D	63540	Leg ab w metab dis-unsp
30	9	4.C	Maternity_Only	D	63541	Leg ab w metab dis-inc
30	9	4.C	Maternity_Only	D	63542	Leg ab w metab dis-comp
30	9	4.C	Maternity_Only	D	63550	Legal abort w shock-unsp
30	9	4.C	Maternity_Only	D	63551	Legal abort w shock-inc
30	9	4.C	Maternity_Only	D	63552	Legal abort w shock-comp
30	9	4.C	Maternity_Only	D	63560	Legal abort w embol-unsp
30	9	4.C	Maternity_Only	D	63561	Legal abort w embol-inc
30	9	4.C	Maternity_Only	D	63562	Legal abort w embol-comp
30	9	4.C	Maternity_Only	D	63570	Leg ab w compl NEC-unsp
30	9	4.C	Maternity_Only	D	63571	Leg ab w compl NEC-inc
30	9	4.C	Maternity_Only	D	63572	Leg ab w compl NEC-comp
30	9	4.C	Maternity_Only	D	63580	Leg ab w compl NOS-unsp
30	9	4.C	Maternity_Only	D	63581	Leg ab w compl NOS-inc
30	9	4.C	Maternity_Only	D	63582	Leg ab w compl NOS-comp
30	9	4.C	Maternity_Only	D	63590	Legal abort uncompl-unsp
30	9	4.C	Maternity_Only	D	63591	Legal abort uncompl-inc
30	9	4.C	Maternity_Only	D	63592	Legal abort uncompl-comp
30	9	4.C	Maternity_Only	D	63600	Illeg ab w pelv inf-unsp
30	9	4.C	Maternity_Only	D	63601	Illeg ab w pelv inf-inc
30	9	4.C	Maternity_Only	D	63602	Illeg ab w pelv inf-comp
30	9	4.C	Maternity_Only	D	63610	Illeg ab w hemorr-unspec
30	9	4.C	Maternity_Only	D	63611	Illeg ab w hemorr-inc
30	9	4.C	Maternity_Only	D	63612	Illeg ab w hemorr-comp
30	9	4.C	Maternity_Only	D	63620	Illeg ab w pel damg-unsp
30	9	4.C	Maternity_Only	D	63621	Illeg ab w pel damag-inc
30	9	4.C	Maternity_Only	D	63622	Illeg ab w pel damg-comp
