MCE_Version	ICD_Version	MCE_Section	MCE_Subsection	MCE_Edit_Type	ICD_Code_Type	ICD_Code	ICD_Desc
33	10	4	A	Newborn_Only	D	P018	Newborn affected by oth maternal complications of pregnancy
33	10	4	A	Newborn_Only	D	P019	Newborn affected by maternal complication of pregnancy, unsp
33	10	4	A	Newborn_Only	D	P020	Newborn (suspected to be) affected by placenta previa
33	10	4	A	Newborn_Only	D	P021	Newborn affected by oth placental separation and hemorrhage
33	10	4	A	Newborn_Only	D	P0220	Newborn aff by unsp morpholog and functn abnlt of placenta
33	10	4	A	Newborn_Only	D	P0229	Newborn aff by oth morpholog and functn abnlt of placenta
33	10	4	A	Newborn_Only	D	P023	Newborn affected by placental transfusion syndromes
33	10	4	A	Newborn_Only	D	P024	Newborn (suspected to be) affected by prolapsed cord
33	10	4	A	Newborn_Only	D	P025	Newborn affected by oth compression of umbilical cord
33	10	4	A	Newborn_Only	D	P0260	Newborn affected by unsp conditions of umbilical cord
33	10	4	A	Newborn_Only	D	P0269	Newborn affected by oth conditions of umbilical cord
33	10	4	A	Newborn_Only	D	P027	Newborn (suspected to be) affected by chorioamnionitis
33	10	4	A	Newborn_Only	D	P028	Newborn affected by oth abnormalities of membranes
33	10	4	A	Newborn_Only	D	P029	Newborn affected by abnormality of membranes, unsp
33	10	4	A	Newborn_Only	D	P030	Newborn affected by breech delivery and extraction
33	10	4	A	Newborn_Only	D	P031	NB aff by oth malpresent, malpos & disproprtn dur labr & del
33	10	4	A	Newborn_Only	D	P032	Newborn (suspected to be) affected by forceps delivery
33	10	4	A	Newborn_Only	D	P033	Newborn affected by delivery by vacuum extractor
33	10	4	A	Newborn_Only	D	P034	Newborn (suspected to be) affected by Cesarean delivery
33	10	4	A	Newborn_Only	D	P035	Newborn (suspected to be) affected by precipitate delivery
33	10	4	A	Newborn_Only	D	P036	Newborn affected by abnormal uterine contractions
33	10	4	A	Newborn_Only	D	P03810	NB aff by abnlt in fetl heart rate or rhythm bef onset labor
33	10	4	A	Newborn_Only	D	P03811	NB aff by abnlt in fetal heart rate or rhythm during labor
33	10	4	A	Newborn_Only	D	P03819	NB aff by abnlt in fetl hrt rate or rhythm, unsp time onset
33	10	4	A	Newborn_Only	D	P0382	Meconium passage during delivery
33	10	4	A	Newborn_Only	D	P0389	Newborn affected by oth complications of labor and delivery
33	10	4	A	Newborn_Only	D	P039	Newborn affected by complication of labor and delivery, unsp
33	10	4	A	Newborn_Only	D	P040	NB aff by matern anesth and analgesia in preg, labor and del
33	10	4	A	Newborn_Only	D	P041	Newborn affected by oth maternal medication
33	10	4	A	Newborn_Only	D	P042	Newborn affected by maternal use of tobacco
33	10	4	A	Newborn_Only	D	P043	Newborn affected by maternal use of alcohol
33	10	4	A	Newborn_Only	D	P0441	Newborn affected by maternal use of cocaine
33	10	4	A	Newborn_Only	D	P0449	Newborn affected by maternal use of drugs of addiction
33	10	4	A	Newborn_Only	D	P045	Newborn aff by maternal use of nutritional chemical substnc
33	10	4	A	Newborn_Only	D	P046	Newborn aff by maternal exposure to environ chemical substnc
33	10	4	A	Newborn_Only	D	P048	Newborn affected by oth maternal noxious substances
33	10	4	A	Newborn_Only	D	P049	Newborn affected by maternal noxious substance, unsp
33	10	4	A	Newborn_Only	D	P0500	Newborn light for gestational age, unspecified weight
33	10	4	A	Newborn_Only	D	P0501	Newborn light for gestational age, less than 500 grams
33	10	4	A	Newborn_Only	D	P0502	Newborn light for gestational age, 500-749 grams
33	10	4	A	Newborn_Only	D	P0503	Newborn light for gestational age, 750-999 grams
33	10	4	A	Newborn_Only	D	P0504	Newborn light for gestational age, 1000-1249 grams
33	10	4	A	Newborn_Only	D	P0505	Newborn light for gestational age, 1250-1499 grams
33	10	4	A	Newborn_Only	D	P0506	Newborn light for gestational age, 1500-1749 grams
33	10	4	A	Newborn_Only	D	P0507	Newborn light for gestational age, 1750-1999 grams
33	10	4	A	Newborn_Only	D	P0508	Newborn light for gestational age, 2000-2499 grams
33	10	4	A	Newborn_Only	D	P0510	Newborn small for gestational age, unspecified weight
33	10	4	A	Newborn_Only	D	P0511	Newborn small for gestational age, less than 500 grams
33	10	4	A	Newborn_Only	D	P0512	Newborn small for gestational age, 500-749 grams
33	10	4	A	Newborn_Only	D	P0513	Newborn small for gestational age, 750-999 grams
33	10	4	A	Newborn_Only	D	P0514	Newborn small for gestational age, 1000-1249 grams
33	10	4	A	Newborn_Only	D	P0515	Newborn small for gestational age, 1250-1499 grams
33	10	4	A	Newborn_Only	D	P0516	Newborn small for gestational age, 1500-1749 grams
33	10	4	A	Newborn_Only	D	P0517	Newborn small for gestational age, 1750-1999 grams
33	10	4	A	Newborn_Only	D	P0518	Newborn small for gestational age, 2000-2499 grams
33	10	4	A	Newborn_Only	D	P052	NB aff by fetal malnut not light or small for gestatnl age
33	10	4	A	Newborn_Only	D	P059	Newborn affected by slow intrauterine growth, unspecified
33	10	4	A	Newborn_Only	D	P0700	Extremely low birth weight newborn, unspecified weight
33	10	4	A	Newborn_Only	D	P0701	Extremely low birth weight newborn, less than 500 grams
33	10	4	A	Newborn_Only	D	P0702	Extremely low birth weight newborn, 500-749 grams
33	10	4	A	Newborn_Only	D	P0703	Extremely low birth weight newborn, 750-999 grams
33	10	4	A	Newborn_Only	D	P0710	Other low birth weight newborn, unspecified weight
33	10	4	A	Newborn_Only	D	P0714	Other low birth weight newborn, 1000-1249 grams
33	10	4	A	Newborn_Only	D	P0715	Other low birth weight newborn, 1250-1499 grams
33	10	4	A	Newborn_Only	D	P0716	Other low birth weight newborn, 1500-1749 grams
33	10	4	A	Newborn_Only	D	P0717	Other low birth weight newborn, 1750-1999 grams
33	10	4	A	Newborn_Only	D	P0718	Other low birth weight newborn, 2000-2499 grams
33	10	4	A	Newborn_Only	D	P0720	Extreme immaturity of newborn, unsp weeks of gestation
33	10	4	A	Newborn_Only	D	P0721	Extreme immaturity of NB, gestatnl age < 23 completed weeks
33	10	4	A	Newborn_Only	D	P0722	Extreme immaturity of NB, gestatnl age 23 completed weeks
33	10	4	A	Newborn_Only	D	P0723	Extreme immaturity of NB, gestatnl age 24 completed weeks
33	10	4	A	Newborn_Only	D	P0724	Extreme immaturity of NB, gestatnl age 25 completed weeks
33	10	4	A	Newborn_Only	D	P0725	Extreme immaturity of NB, gestatnl age 26 completed weeks
33	10	4	A	Newborn_Only	D	P0726	Extreme immaturity of NB, gestatnl age 27 completed weeks
33	10	4	A	Newborn_Only	D	P0730	Preterm newborn, unspecified weeks of gestation
33	10	4	A	Newborn_Only	D	P0731	Preterm newborn, gestational age 28 completed weeks
33	10	4	A	Newborn_Only	D	P0732	Preterm newborn, gestational age 29 completed weeks
33	10	4	A	Newborn_Only	D	P0733	Preterm newborn, gestational age 30 completed weeks
33	10	4	A	Newborn_Only	D	P0734	Preterm newborn, gestational age 31 completed weeks
33	10	4	A	Newborn_Only	D	P0735	Preterm newborn, gestational age 32 completed weeks
33	10	4	A	Newborn_Only	D	P0736	Preterm newborn, gestational age 33 completed weeks
33	10	4	A	Newborn_Only	D	P0737	Preterm newborn, gestational age 34 completed weeks
33	10	4	A	Newborn_Only	D	P0738	Preterm newborn, gestational age 35 completed weeks
33	10	4	A	Newborn_Only	D	P0739	Preterm newborn, gestational age 36 completed weeks
33	10	4	A	Newborn_Only	D	P080	Exceptionally large newborn baby
33	10	4	A	Newborn_Only	D	P081	Other heavy for gestational age newborn
33	10	4	A	Newborn_Only	D	P0821	Post-term newborn
33	10	4	A	Newborn_Only	D	P0822	Prolonged gestation of newborn
33	10	4	A	Newborn_Only	D	P09	Abnormal findings on neonatal screening
33	10	4	A	Newborn_Only	D	P100	Subdural hemorrhage due to birth injury
33	10	4	A	Newborn_Only	D	P101	Cerebral hemorrhage due to birth injury
33	10	4	A	Newborn_Only	D	P102	Intraventricular hemorrhage due to birth injury
33	10	4	A	Newborn_Only	D	P103	Subarachnoid hemorrhage due to birth injury
33	10	4	A	Newborn_Only	D	P104	Tentorial tear due to birth injury
33	10	4	A	Newborn_Only	D	P108	Oth intcrn lacerations and hemorrhages due to birth injury
33	10	4	A	Newborn_Only	D	P109	Unsp intcrn laceration and hemorrhage due to birth injury
33	10	4	A	Newborn_Only	D	P110	Cerebral edema due to birth injury
33	10	4	A	Newborn_Only	D	P111	Other specified brain damage due to birth injury
33	10	4	A	Newborn_Only	D	P112	Unspecified brain damage due to birth injury
33	10	4	A	Newborn_Only	D	P113	Birth injury to facial nerve
33	10	4	A	Newborn_Only	D	P114	Birth injury to other cranial nerves
33	10	4	A	Newborn_Only	D	P115	Birth injury to spine and spinal cord
33	10	4	A	Newborn_Only	D	P119	Birth injury to central nervous system, unspecified
33	10	4	A	Newborn_Only	D	P120	Cephalhematoma due to birth injury
33	10	4	A	Newborn_Only	D	P121	Chignon (from vacuum extraction) due to birth injury
33	10	4	A	Newborn_Only	D	P122	Epicranial subaponeurotic hemorrhage due to birth injury
33	10	4	A	Newborn_Only	D	P123	Bruising of scalp due to birth injury
33	10	4	A	Newborn_Only	D	P124	Injury of scalp of newborn due to monitoring equipment
33	10	4	A	Newborn_Only	D	P1281	Caput succedaneum
33	10	4	A	Newborn_Only	D	P1289	Other birth injuries to scalp
33	10	4	A	Newborn_Only	D	P129	Birth injury to scalp, unspecified
33	10	4	A	Newborn_Only	D	P130	Fracture of skull due to birth injury
33	10	4	A	Newborn_Only	D	P131	Other birth injuries to skull
33	10	4	A	Newborn_Only	D	P132	Birth injury to femur
33	10	4	A	Newborn_Only	D	P133	Birth injury to other long bones
33	10	4	A	Newborn_Only	D	P134	Fracture of clavicle due to birth injury
33	10	4	A	Newborn_Only	D	P138	Birth injuries to other parts of skeleton
33	10	4	A	Newborn_Only	D	P139	Birth injury to skeleton, unspecified
33	10	4	A	Newborn_Only	D	P140	Erb's paralysis due to birth injury
33	10	4	A	Newborn_Only	D	P141	Klumpke's paralysis due to birth injury
33	10	4	A	Newborn_Only	D	P142	Phrenic nerve paralysis due to birth injury
33	10	4	A	Newborn_Only	D	P143	Other brachial plexus birth injuries
33	10	4	A	Newborn_Only	D	P148	Birth injuries to other parts of peripheral nervous system
33	10	4	A	Newborn_Only	D	P149	Birth injury to peripheral nervous system, unspecified
33	10	4	A	Newborn_Only	D	P150	Birth injury to liver
33	10	4	A	Newborn_Only	D	P151	Birth injury to spleen
33	10	4	A	Newborn_Only	D	P152	Sternomastoid injury due to birth injury
33	10	4	A	Newborn_Only	D	P153	Birth injury to eye
33	10	4	A	Newborn_Only	D	P154	Birth injury to face
33	10	4	A	Newborn_Only	D	P155	Birth injury to external genitalia
33	10	4	A	Newborn_Only	D	P156	Subcutaneous fat necrosis due to birth injury
33	10	4	A	Newborn_Only	D	P158	Other specified birth injuries
33	10	4	A	Newborn_Only	D	P159	Birth injury, unspecified
33	10	4	A	Newborn_Only	D	P190	Metabolic acidemia in newborn first noted before onset labor
33	10	4	A	Newborn_Only	D	P191	Metabolic acidemia in newborn first noted during labor
33	10	4	A	Newborn_Only	D	P192	Metabolic acidemia noted at birth
33	10	4	A	Newborn_Only	D	P199	Metabolic acidemia, unspecified
33	10	4	A	Newborn_Only	D	P220	Respiratory distress syndrome of newborn
33	10	4	A	Newborn_Only	D	P221	Transient tachypnea of newborn
33	10	4	A	Newborn_Only	D	P228	Other respiratory distress of newborn
33	10	4	A	Newborn_Only	D	P229	Respiratory distress of newborn, unspecified
33	10	4	A	Newborn_Only	D	P230	Congenital pneumonia due to viral agent
33	10	4	A	Newborn_Only	D	P231	Congenital pneumonia due to Chlamydia
33	10	4	A	Newborn_Only	D	P232	Congenital pneumonia due to staphylococcus
33	10	4	A	Newborn_Only	D	P233	Congenital pneumonia due to streptococcus, group B
33	10	4	A	Newborn_Only	D	P234	Congenital pneumonia due to Escherichia coli
33	10	4	A	Newborn_Only	D	P235	Congenital pneumonia due to Pseudomonas
33	10	4	A	Newborn_Only	D	P236	Congenital pneumonia due to other bacterial agents
33	10	4	A	Newborn_Only	D	P238	Congenital pneumonia due to other organisms
33	10	4	A	Newborn_Only	D	P239	Congenital pneumonia, unspecified
33	10	4	A	Newborn_Only	D	P2400	Meconium aspiration without respiratory symptoms
33	10	4	A	Newborn_Only	D	P2401	Meconium aspiration with respiratory symptoms
33	10	4	A	Newborn_Only	D	P2410	Neonatal aspirat of amnio fluid and mucus w/o resp symp
33	10	4	A	Newborn_Only	D	P2411	Neonatal aspirat of amnio fluid and mucus w resp symp
33	10	4	A	Newborn_Only	D	P2420	Neonatal aspiration of blood without respiratory symptoms
33	10	4	A	Newborn_Only	D	P2421	Neonatal aspiration of blood with respiratory symptoms
33	10	4	A	Newborn_Only	D	P2430	Neonatal aspirat of milk and regurgitated food w/o resp symp
33	10	4	A	Newborn_Only	D	P2431	Neonatal aspirat of milk and regurgitated food w resp symp
33	10	4	A	Newborn_Only	D	P2480	Other neonatal aspiration without respiratory symptoms
33	10	4	A	Newborn_Only	D	P2481	Other neonatal aspiration with respiratory symptoms
33	10	4	A	Newborn_Only	D	P249	Neonatal aspiration, unspecified
33	10	4	A	Newborn_Only	D	P250	Interstitial emphysema originating in the perinatal period
33	10	4	A	Newborn_Only	D	P251	Pneumothorax originating in the perinatal period
33	10	4	A	Newborn_Only	D	P252	Pneumomediastinum originating in the perinatal period
33	10	4	A	Newborn_Only	D	P253	Pneumopericardium originating in the perinatal period
33	10	4	A	Newborn_Only	D	P258	Oth cond rel to interstit emphysema origin in perinat period
33	10	4	A	Newborn_Only	D	P260	Tracheobronchial hemorrhage origin in the perinatal period
33	10	4	A	Newborn_Only	D	P261	Massive pulmonary hemorrhage origin in the perinatal period
33	10	4	A	Newborn_Only	D	P268	Oth pulmonary hemorrhages origin in the perinatal period
33	10	4	A	Newborn_Only	D	P269	Unsp pulmonary hemorrhage origin in the perinatal period
33	10	4	A	Newborn_Only	D	P280	Primary atelectasis of newborn
33	10	4	A	Newborn_Only	D	P2810	Unspecified atelectasis of newborn
33	10	4	A	Newborn_Only	D	P2811	Resorption atelectasis without respiratory distress syndrome
33	10	4	A	Newborn_Only	D	P2819	Other atelectasis of newborn
33	10	4	A	Newborn_Only	D	P282	Cyanotic attacks of newborn
33	10	4	A	Newborn_Only	D	P283	Primary sleep apnea of newborn
33	10	4	A	Newborn_Only	D	P284	Other apnea of newborn
33	10	4	A	Newborn_Only	D	P285	Respiratory failure of newborn
33	10	4	A	Newborn_Only	D	P2881	Respiratory arrest of newborn
33	10	4	A	Newborn_Only	D	P2889	Other specified respiratory conditions of newborn
33	10	4	A	Newborn_Only	D	P289	Respiratory condition of newborn, unspecified
33	10	4	A	Newborn_Only	D	P290	Neonatal cardiac failure
33	10	4	A	Newborn_Only	D	P2911	Neonatal tachycardia
33	10	4	A	Newborn_Only	D	P2912	Neonatal bradycardia
33	10	4	A	Newborn_Only	D	P292	Neonatal hypertension
33	10	4	A	Newborn_Only	D	P293	Persistent fetal circulation
33	10	4	A	Newborn_Only	D	P294	Transient myocardial ischemia in newborn
33	10	4	A	Newborn_Only	D	P2981	Cardiac arrest of newborn
33	10	4	A	Newborn_Only	D	P2989	Oth cardiovasc disorders originating in the perinatal period
33	10	4	A	Newborn_Only	D	P299	Cardiovasc disorder origin in the perinatal period, unsp
33	10	4	A	Newborn_Only	D	P350	Congenital rubella syndrome
33	10	4	A	Newborn_Only	D	P351	Congenital cytomegalovirus infection
33	10	4	A	Newborn_Only	D	P352	Congenital herpesviral [herpes simplex] infection
33	10	4	A	Newborn_Only	D	P353	Congenital viral hepatitis
33	10	4	A	Newborn_Only	D	P358	Other congenital viral diseases
33	10	4	A	Newborn_Only	D	P359	Congenital viral disease, unspecified
33	10	4	A	Newborn_Only	D	P360	Sepsis of newborn due to streptococcus, group B
33	10	4	A	Newborn_Only	D	P3610	Sepsis of newborn due to unspecified streptococci
33	10	4	A	Newborn_Only	D	P3619	Sepsis of newborn due to other streptococci
33	10	4	A	Newborn_Only	D	P362	Sepsis of newborn due to Staphylococcus aureus
33	10	4	A	Newborn_Only	D	P3630	Sepsis of newborn due to unspecified staphylococci
33	10	4	A	Newborn_Only	D	P3639	Sepsis of newborn due to other staphylococci
33	10	4	A	Newborn_Only	D	P364	Sepsis of newborn due to Escherichia coli
33	10	4	A	Newborn_Only	D	P365	Sepsis of newborn due to anaerobes
33	10	4	A	Newborn_Only	D	P368	Other bacterial sepsis of newborn
33	10	4	A	Newborn_Only	D	P369	Bacterial sepsis of newborn, unspecified
33	10	4	A	Newborn_Only	D	P370	Congenital tuberculosis
33	10	4	A	Newborn_Only	D	P371	Congenital toxoplasmosis
33	10	4	A	Newborn_Only	D	P372	Neonatal (disseminated) listeriosis
33	10	4	A	Newborn_Only	D	P373	Congenital falciparum malaria
33	10	4	A	Newborn_Only	D	P374	Other congenital malaria
33	10	4	A	Newborn_Only	D	P375	Neonatal candidiasis
33	10	4	A	Newborn_Only	D	P378	Other specified congenital infectious and parasitic diseases
33	10	4	A	Newborn_Only	D	P379	Congenital infectious or parasitic disease, unspecified
33	10	4	A	Newborn_Only	D	P381	Omphalitis with mild hemorrhage
33	10	4	A	Newborn_Only	D	P389	Omphalitis without hemorrhage
33	10	4	A	Newborn_Only	D	P390	Neonatal infective mastitis
33	10	4	A	Newborn_Only	D	P391	Neonatal conjunctivitis and dacryocystitis
33	10	4	A	Newborn_Only	D	P392	Intra-amniotic infection affecting newborn, NEC
33	10	4	A	Newborn_Only	D	P393	Neonatal urinary tract infection
33	10	4	A	Newborn_Only	D	P394	Neonatal skin infection
33	10	4	A	Newborn_Only	D	P398	Other specified infections specific to the perinatal period
33	10	4	A	Newborn_Only	D	P399	Infection specific to the perinatal period, unspecified
33	10	4	A	Newborn_Only	D	P500	Newborn aff by uterin (fetal) blood loss from vasa previa
33	10	4	A	Newborn_Only	D	P501	Newborn aff by uterin (fetal) blood loss from ruptured cord
33	10	4	A	Newborn_Only	D	P502	Newborn affected by uterin (fetal) blood loss from placenta
33	10	4	A	Newborn_Only	D	P503	Newborn affected by hemorrhage into co-twin
33	10	4	A	Newborn_Only	D	P504	Newborn affected by hemorrhage into maternal circulation
33	10	4	A	Newborn_Only	D	P505	NB aff by uterin blood loss from cut end of co-twin's cord
33	10	4	A	Newborn_Only	D	P508	Newborn affected by other intrauterine (fetal) blood loss
33	10	4	A	Newborn_Only	D	P509	Newborn affected by intrauterine (fetal) blood loss, unsp
33	10	4	A	Newborn_Only	D	P510	Massive umbilical hemorrhage of newborn
33	10	4	A	Newborn_Only	D	P518	Other umbilical hemorrhages of newborn
33	10	4	A	Newborn_Only	D	P519	Umbilical hemorrhage of newborn, unspecified
33	10	4	A	Newborn_Only	D	P520	Intraventricular hemorrhage, grade 1, of newborn
33	10	4	A	Newborn_Only	D	P521	Intraventricular hemorrhage, grade 2, of newborn
33	10	4	A	Newborn_Only	D	P5221	Intraventricular hemorrhage, grade 3, of newborn
33	10	4	A	Newborn_Only	D	P5222	Intraventricular hemorrhage, grade 4, of newborn
33	10	4	A	Newborn_Only	D	P523	Unsp intraventricular (nontraumatic) hemorrhage of newborn
33	10	4	A	Newborn_Only	D	P524	Intracerebral (nontraumatic) hemorrhage of newborn
33	10	4	A	Newborn_Only	D	P525	Subarachnoid (nontraumatic) hemorrhage of newborn
33	10	4	A	Newborn_Only	D	P526	Cerebellar and posterior fossa hemorrhage of newborn
33	10	4	A	Newborn_Only	D	P528	Other intracranial (nontraumatic) hemorrhages of newborn
33	10	4	A	Newborn_Only	D	P529	Intracranial (nontraumatic) hemorrhage of newborn, unsp
33	10	4	A	Newborn_Only	D	P53	Hemorrhagic disease of newborn
33	10	4	A	Newborn_Only	D	P540	Neonatal hematemesis
33	10	4	A	Newborn_Only	D	P541	Neonatal melena
33	10	4	A	Newborn_Only	D	P542	Neonatal rectal hemorrhage
33	10	4	A	Newborn_Only	D	P543	Other neonatal gastrointestinal hemorrhage
33	10	4	A	Newborn_Only	D	P544	Neonatal adrenal hemorrhage
33	10	4	A	Newborn_Only	D	P545	Neonatal cutaneous hemorrhage
33	10	4	A	Newborn_Only	D	P546	Neonatal vaginal hemorrhage
33	10	4	A	Newborn_Only	D	P548	Other specified neonatal hemorrhages
33	10	4	A	Newborn_Only	D	P549	Neonatal hemorrhage, unspecified
33	10	4	A	Newborn_Only	D	P550	Rh isoimmunization of newborn
33	10	4	A	Newborn_Only	D	P551	ABO isoimmunization of newborn
33	10	4	A	Newborn_Only	D	P558	Other hemolytic diseases of newborn
33	10	4	A	Newborn_Only	D	P559	Hemolytic disease of newborn, unspecified
33	10	4	A	Newborn_Only	D	P560	Hydrops fetalis due to isoimmunization
33	10	4	A	Newborn_Only	D	P5690	Hydrops fetalis due to unspecified hemolytic disease
33	10	4	A	Newborn_Only	D	P5699	Hydrops fetalis due to other hemolytic disease
33	10	4	A	Newborn_Only	D	P570	Kernicterus due to isoimmunization
33	10	4	A	Newborn_Only	D	P578	Other specified kernicterus
33	10	4	A	Newborn_Only	D	P579	Kernicterus, unspecified
33	10	4	A	Newborn_Only	D	P580	Neonatal jaundice due to bruising
33	10	4	A	Newborn_Only	D	P581	Neonatal jaundice due to bleeding
33	10	4	A	Newborn_Only	D	P582	Neonatal jaundice due to infection
33	10	4	A	Newborn_Only	D	P583	Neonatal jaundice due to polycythemia
33	10	4	A	Newborn_Only	D	P5841	NB jaund due to drugs or toxins transmitted from mother
33	10	4	A	Newborn_Only	D	P5842	Neonatal jaundice due to drugs or toxins given to newborn
33	10	4	A	Newborn_Only	D	P585	Neonatal jaundice due to swallowed maternal blood
33	10	4	A	Newborn_Only	D	P588	Neonatal jaundice due to other specified excessive hemolysis
33	10	4	A	Newborn_Only	D	P589	Neonatal jaundice due to excessive hemolysis, unspecified
33	10	4	A	Newborn_Only	D	P590	Neonatal jaundice associated with preterm delivery
33	10	4	A	Newborn_Only	D	P591	Inspissated bile syndrome
33	10	4	A	Newborn_Only	D	P5920	Neonatal jaundice from unspecified hepatocellular damage
33	10	4	A	Newborn_Only	D	P5929	Neonatal jaundice from other hepatocellular damage
33	10	4	A	Newborn_Only	D	P593	Neonatal jaundice from breast milk inhibitor
33	10	4	A	Newborn_Only	D	P598	Neonatal jaundice from other specified causes
33	10	4	A	Newborn_Only	D	P599	Neonatal jaundice, unspecified
33	10	4	A	Newborn_Only	D	P60	Disseminated intravascular coagulation of newborn
33	10	4	A	Newborn_Only	D	P610	Transient neonatal thrombocytopenia
33	10	4	A	Newborn_Only	D	P611	Polycythemia neonatorum
33	10	4	A	Newborn_Only	D	P612	Anemia of prematurity
33	10	4	A	Newborn_Only	D	P613	Congenital anemia from fetal blood loss
33	10	4	A	Newborn_Only	D	P614	Other congenital anemias, not elsewhere classified
33	10	4	A	Newborn_Only	D	P615	Transient neonatal neutropenia
33	10	4	A	Newborn_Only	D	P616	Other transient neonatal disorders of coagulation
33	10	4	A	Newborn_Only	D	P618	Other specified perinatal hematological disorders
33	10	4	A	Newborn_Only	D	P619	Perinatal hematological disorder, unspecified
33	10	4	A	Newborn_Only	D	P700	Syndrome of infant of mother with gestational diabetes
33	10	4	A	Newborn_Only	D	P701	Syndrome of infant of a diabetic mother
33	10	4	A	Newborn_Only	D	P702	Neonatal diabetes mellitus
33	10	4	A	Newborn_Only	D	P703	Iatrogenic neonatal hypoglycemia
33	10	4	A	Newborn_Only	D	P704	Other neonatal hypoglycemia
33	10	4	A	Newborn_Only	D	P708	Oth transitory disorders of carbohydrate metab of newborn
33	10	4	A	Newborn_Only	D	P709	Transitory disorder of carbohydrate metab of newborn, unsp
33	10	4	A	Newborn_Only	D	P710	Cow's milk hypocalcemia in newborn
33	10	4	A	Newborn_Only	D	P711	Other neonatal hypocalcemia
33	10	4	A	Newborn_Only	D	P712	Neonatal hypomagnesemia
33	10	4	A	Newborn_Only	D	P713	Neonatal tetany without calcium or magnesium deficiency
33	10	4	A	Newborn_Only	D	P714	Transitory neonatal hypoparathyroidism
33	10	4	A	Newborn_Only	D	P718	Oth transitory neonatal disord of calcium & magnesium metab
33	10	4	A	Newborn_Only	D	P719	Transitory neonatal disord of calcium & magnesium metab,unsp
33	10	4	A	Newborn_Only	D	P720	Neonatal goiter, not elsewhere classified
33	10	4	A	Newborn_Only	D	P721	Transitory neonatal hyperthyroidism
33	10	4	A	Newborn_Only	D	P722	Oth transitory neonatal disorders of thyroid function, NEC
33	10	4	A	Newborn_Only	D	P728	Other specified transitory neonatal endocrine disorders
33	10	4	A	Newborn_Only	D	P729	Transitory neonatal endocrine disorder, unspecified
33	10	4	A	Newborn_Only	D	P740	Late metabolic acidosis of newborn
33	10	4	A	Newborn_Only	D	P741	Dehydration of newborn
33	10	4	A	Newborn_Only	D	P742	Disturbances of sodium balance of newborn
33	10	4	A	Newborn_Only	D	P743	Disturbances of potassium balance of newborn
33	10	4	A	Newborn_Only	D	P744	Other transitory electrolyte disturbances of newborn
33	10	4	A	Newborn_Only	D	P745	Transitory tyrosinemia of newborn
33	10	4	A	Newborn_Only	D	P746	Transitory hyperammonemia of newborn
33	10	4	A	Newborn_Only	D	P748	Other transitory metabolic disturbances of newborn
33	10	4	A	Newborn_Only	D	P749	Transitory metabolic disturbance of newborn, unspecified
33	10	4	A	Newborn_Only	D	P760	Meconium plug syndrome
33	10	4	A	Newborn_Only	D	P761	Transitory ileus of newborn
33	10	4	A	Newborn_Only	D	P762	Intestinal obstruction due to inspissated milk
