Order2019	POAexemptCode	Description
11765	I69.962	Other paralytic syndrome following unspecified cerebrovascular disease affecting left dominant side
11766	I69.963	Other paralytic syndrome following unspecified cerebrovascular disease affecting right non-dominant side
11767	I69.964	Other paralytic syndrome following unspecified cerebrovascular disease affecting left non-dominant side
11768	I69.965	"Other paralytic syndrome following unspecified cerebrovascular disease, bilateral"
11769	I69.969	Other paralytic syndrome following unspecified cerebrovascular disease affecting unspecified side
11771	I69.990	Apraxia following unspecified cerebrovascular disease
11772	I69.991	Dysphagia following unspecified cerebrovascular disease
11773	I69.992	Facial weakness following unspecified cerebrovascular disease
11774	I69.993	Ataxia following unspecified cerebrovascular disease
11775	I69.998	Other sequelae following unspecified cerebrovascular disease
21871	M84.750D	"Atypical femoral fracture, unspecified, subsequent encounter for fracture with routine healing"
21872	M84.750G	"Atypical femoral fracture, unspecified, subsequent encounter for fracture with delayed healing"
21873	M84.750K	"Atypical femoral fracture, unspecified, subsequent encounter for fracture with nonunion"
21874	M84.750P	"Atypical femoral fracture, unspecified, subsequent encounter for fracture with malunion"
21875	M84.750S	"Atypical femoral fracture, unspecified, sequela"
21878	M84.751D	"Incomplete atypical femoral fracture, right leg, subsequent encounter for fracture with routine healing"
21879	M84.751G	"Incomplete atypical femoral fracture, right leg, subsequent encounter for fracture with delayed healing"
21880	M84.751K	"Incomplete atypical femoral fracture, right leg, subsequent encounter for fracture with nonunion"
21881	M84.751P	"Incomplete atypical femoral fracture, right leg, subsequent encounter for fracture with malunion"
21882	M84.751S	"Incomplete atypical femoral fracture, right leg, sequela"
21885	M84.752D	"Incomplete atypical femoral fracture, left leg, subsequent encounter for fracture with routine healing"
21886	M84.752G	"Incomplete atypical femoral fracture, left leg, subsequent encounter for fracture with delayed healing"
21887	M84.752K	"Incomplete atypical femoral fracture, left leg, subsequent encounter for fracture with nonunion"
21888	M84.752P	"Incomplete atypical femoral fracture, left leg, subsequent encounter for fracture with malunion"
21889	M84.752S	"Incomplete atypical femoral fracture, left leg, sequela"
21892	M84.753D	"Incomplete atypical femoral fracture, unspecified leg, subsequent encounter for fracture with routine healing"
21893	M84.753G	"Incomplete atypical femoral fracture, unspecified leg, subsequent encounter for fracture with delayed healing"
21894	M84.753K	"Incomplete atypical femoral fracture, unspecified leg, subsequent encounter for fracture with nonunion"
21895	M84.753P	"Incomplete atypical femoral fracture, unspecified leg, subsequent encounter for fracture with malunion"
21896	M84.753S	"Incomplete atypical femoral fracture, unspecified leg, sequela"
21899	M84.754D	"Complete transverse atypical femoral fracture, right leg, subsequent encounter for fracture with routine healing"
21900	M84.754G	"Complete transverse atypical femoral fracture, right leg, subsequent encounter for fracture with delayed healing"
21901	M84.754K	"Complete transverse atypical femoral fracture, right leg, subsequent encounter for fracture with nonunion"
21902	M84.754P	"Complete transverse atypical femoral fracture, right leg, subsequent encounter for fracture with malunion"
21903	M84.754S	"Complete transverse atypical femoral fracture, right leg, sequela"
21906	M84.755D	"Complete transverse atypical femoral fracture, left leg, subsequent encounter for fracture with routine healing"
21907	M84.755G	"Complete transverse atypical femoral fracture, left leg, subsequent encounter for fracture with delayed healing"
21908	M84.755K	"Complete transverse atypical femoral fracture, left leg, subsequent encounter for fracture with nonunion"
21909	M84.755P	"Complete transverse atypical femoral fracture, left leg, subsequent encounter for fracture with malunion"
21910	M84.755S	"Complete transverse atypical femoral fracture, left leg, sequela"
21913	M84.756D	"Complete transverse atypical femoral fracture, unspecified leg, subsequent encounter for fracture with routine healing"
21914	M84.756G	"Complete transverse atypical femoral fracture, unspecified leg, subsequent encounter for fracture with delayed healing"
21915	M84.756K	"Complete transverse atypical femoral fracture, unspecified leg, subsequent encounter for fracture with nonunion"
21916	M84.756P	"Complete transverse atypical femoral fracture, unspecified leg, subsequent encounter for fracture with malunion"
21917	M84.756S	"Complete transverse atypical femoral fracture, unspecified leg, sequela"
21920	M84.757D	"Complete oblique atypical femoral fracture, right leg, subsequent encounter for fracture with routine healing"
21921	M84.757G	"Complete oblique atypical femoral fracture, right leg, subsequent encounter for fracture with delayed healing"
21922	M84.757K	"Complete oblique atypical femoral fracture, right leg, subsequent encounter for fracture with nonunion"
21923	M84.757P	"Complete oblique atypical femoral fracture, right leg, subsequent encounter for fracture with malunion"
21924	M84.757S	"Complete oblique atypical femoral fracture, right leg, sequela"
21927	M84.758D	"Complete oblique atypical femoral fracture, left leg, subsequent encounter for fracture with routine healing"
21928	M84.758G	"Complete oblique atypical femoral fracture, left leg, subsequent encounter for fracture with delayed healing"
21929	M84.758K	"Complete oblique atypical femoral fracture, left leg, subsequent encounter for fracture with nonunion"
21930	M84.758P	"Complete oblique atypical femoral fracture, left leg, subsequent encounter for fracture with malunion"
21931	M84.758S	"Complete oblique atypical femoral fracture, left leg, sequela"
21934	M84.759D	"Complete oblique atypical femoral fracture, unspecified leg, subsequent encounter for fracture with routine healing"
21935	M84.759G	"Complete oblique atypical femoral fracture, unspecified leg, subsequent encounter for fracture with delayed healing"
21936	M84.759K	"Complete oblique atypical femoral fracture, unspecified leg, subsequent encounter for fracture with nonunion"
21937	M84.759P	"Complete oblique atypical femoral fracture, unspecified leg, subsequent encounter for fracture with malunion"
21938	M84.759S	"Complete oblique atypical femoral fracture, unspecified leg, sequela"
23416	M97.01XD	"Periprosthetic fracture around internal prosthetic right hip joint, subsequent encounter"
23417	M97.01XS	"Periprosthetic fracture around internal prosthetic right hip joint, sequela"
23420	M97.02XD	"Periprosthetic fracture around internal prosthetic left hip joint, subsequent encounter"
23421	M97.02XS	"Periprosthetic fracture around internal prosthetic left hip joint, sequela"
23425	M97.11XD	"Periprosthetic fracture around internal prosthetic right knee joint, subsequent encounter"
23426	M97.11XS	"Periprosthetic fracture around internal prosthetic right knee joint, sequela"
23429	M97.12XD	"Periprosthetic fracture around internal prosthetic left knee joint, subsequent encounter"
23430	M97.12XS	"Periprosthetic fracture around internal prosthetic left knee joint, sequela"
23434	M97.21XD	"Periprosthetic fracture around internal prosthetic right ankle joint, subsequent encounter"
23435	M97.21XS	"Periprosthetic fracture around internal prosthetic right ankle joint, sequela"
23438	M97.22XD	"Periprosthetic fracture around internal prosthetic left ankle joint, subsequent encounter"
23439	M97.22XS	"Periprosthetic fracture around internal prosthetic left ankle joint, sequela"
23443	M97.31XD	"Periprosthetic fracture around internal prosthetic right shoulder joint, subsequent encounter"
23444	M97.31XS	"Periprosthetic fracture around internal prosthetic right shoulder joint, sequela"
23447	M97.32XD	"Periprosthetic fracture around internal prosthetic left shoulder joint, subsequent encounter"
23448	M97.32XS	"Periprosthetic fracture around internal prosthetic left shoulder joint, sequela"
23452	M97.41XD	"Periprosthetic fracture around internal prosthetic right elbow joint, subsequent encounter"
23453	M97.41XS	"Periprosthetic fracture around internal prosthetic right elbow joint, sequela"
23456	M97.42XD	"Periprosthetic fracture around internal prosthetic left elbow joint, subsequent encounter"
23457	M97.42XS	"Periprosthetic fracture around internal prosthetic left elbow joint, sequela"
23460	M97.8XXD	"Periprosthetic fracture around other internal prosthetic joint, subsequent encounter"
23461	M97.8XXS	"Periprosthetic fracture around other internal prosthetic joint, sequela"
23464	M97.9XXD	"Periprosthetic fracture around unspecified internal prosthetic joint, subsequent encounter"
23465	M97.9XXS	"Periprosthetic fracture around unspecified internal prosthetic joint, sequela"
24515	O09.00	"Supervision of pregnancy with history of infertility, unspecified trimester"
24516	O09.01	"Supervision of pregnancy with history of infertility, first trimester"
24517	O09.02	"Supervision of pregnancy with history of infertility, second trimester"
24518	O09.03	"Supervision of pregnancy with history of infertility, third trimester"
24520	O09.10	"Supervision of pregnancy with history of ectopic pregnancy, unspecified trimester"
24521	O09.11	"Supervision of pregnancy with history of ectopic pregnancy, first trimester"
24522	O09.12	"Supervision of pregnancy with history of ectopic pregnancy, second trimester"
24523	O09.13	"Supervision of pregnancy with history of ectopic pregnancy, third trimester"
24525	O09.A0	"Supervision of pregnancy with history of molar pregnancy, unspecified trimester"
24526	O09.A1	"Supervision of pregnancy with history of molar pregnancy, first trimester"
24527	O09.A2	"Supervision of pregnancy with history of molar pregnancy, second trimester"
24528	O09.A3	"Supervision of pregnancy with history of molar pregnancy, third trimester"
24531	O09.211	"Supervision of pregnancy with history of pre-term labor, first trimester"
24532	O09.212	"Supervision of pregnancy with history of pre-term labor, second trimester"
24533	O09.213	"Supervision of pregnancy with history of pre-term labor, third trimester"
24534	O09.219	"Supervision of pregnancy with history of pre-term labor, unspecified trimester"
24536	O09.291	"Supervision of pregnancy with other poor reproductive or obstetric history, first trimester"
24537	O09.292	"Supervision of pregnancy with other poor reproductive or obstetric history, second trimester"
24538	O09.293	"Supervision of pregnancy with other poor reproductive or obstetric history, third trimester"
24539	O09.299	"Supervision of pregnancy with other poor reproductive or obstetric history, unspecified trimester"
24541	O09.30	"Supervision of pregnancy with insufficient antenatal care, unspecified trimester"
24542	O09.31	"Supervision of pregnancy with insufficient antenatal care, first trimester"
24543	O09.32	"Supervision of pregnancy with insufficient antenatal care, second trimester"
24544	O09.33	"Supervision of pregnancy with insufficient antenatal care, third trimester"
24546	O09.40	"Supervision of pregnancy with grand multiparity, unspecified trimester"
24547	O09.41	"Supervision of pregnancy with grand multiparity, first trimester"
24548	O09.42	"Supervision of pregnancy with grand multiparity, second trimester"
24549	O09.43	"Supervision of pregnancy with grand multiparity, third trimester"
24552	O09.511	"Supervision of elderly primigravida, first trimester"
24553	O09.512	"Supervision of elderly primigravida, second trimester"
24554	O09.513	"Supervision of elderly primigravida, third trimester"
24555	O09.519	"Supervision of elderly primigravida, unspecified trimester"
24557	O09.521	"Supervision of elderly multigravida, first trimester"
24558	O09.522	"Supervision of elderly multigravida, second trimester"
24559	O09.523	"Supervision of elderly multigravida, third trimester"
